author	essay_title	essay_text
Sun Joo Kim	Taxes the Local Elite and the Rural Populance in the Chinju Uprising of 1862 	The popular protest in Chinju began as a tax-resistance movement, but it did not remain a simple tax riot as it unfolded. Complex social and economic relations that had been developing in rural Korea produced the diverse and dynamic aspects of the popular collective actions. Thus, this study takes a multidimensional approach rather than employing any one tool, such as class struggle theory, to examine the nature of popular struggles. It also highlights particular historical conditions of Chosŏn Korea—a highly status-oriented society in which ones social and economic station was determined largely by ones social status—and focuses on how these played out in the course of the popular contention. Despite progressive reforms implemented in the late Chosŏn to transfer the tax base from people of low status to people who owned land, the taxation system remained closely entwined with social status stratification. Therefore, a careful investigation of the social structure and local power relations is indispensable to understanding the character of the popular movement.
Sun Joo Kim	Taxes the Local Elite and the Rural Populance in the Chinju Uprising of 1862 	The Chosŏn economy was intimately tied to the taxation system, and vice versa. The problems arising from taxation were largely attributable to the expansion of commerce and the introduction of a monetized economy in the late Chosŏn period. An examination of how the monetary economy penetrated the rural economy and taxation system, and how local administrators and taxpayers responded to such unforeseen changes, may explain the behaviors of various rural groups as reflected in the popular resistance movement. In a traditional agrarian society, any type of tax-resistance movement can be viewed as an economic struggle over limited agrarian resources. This article analyzes how changing social and economic forces upset the carefully maintained balance among three actors—the Chosŏn state (including local administrators and clerks), the local Chinju elite, and the cultivators—all of whom were faced with problems and at the same time tried to take advantage of the opportunities created by the monetary economy. Such analysis will disclose both the acute plight in local society (besides the corrupt nature of administration) and the directions and consequences of social and economic changes in the late Chosŏn period.
Sun Joo Kim	Taxes the Local Elite and the Rural Populance in the Chinju Uprising of 1862 	CHINJU: HUMAN GEOGRAPHYChinju is located in the southwestern part of Kyŏngsang Province, a province in the southeast of the Korean peninsula that was divided into two administrative enclaves: one west of the Naktong River (u-do) and one east of the river (chwa-do). Residents of the province had developed a kind of cultural unity and pride, as the area had become a “storehouse of talented scholars” (injae pugo) (Yi Chunghwan 1751, 15; Yi Sugŏn 1995, 1–21). Chinju was administratively governed by a senior third-rank official, Moksa, and it was also the seat of the Military Commanders Office of Right Kyŏngsang Province (U-byŏngyŏng), where a junior second-rank military official, Pyŏngsa, resided and oversaw military affairs west of the Naktong River. In 1789 it was the third-largest district in the province in terms of population, with almost 70,000 people living in seventy-one subdistricts (Hogu ch’ongsu). In the early nineteenth century, land under cultivation, both wet and dry field together, amounted to 15,761 kyŏl (Chinju ŭpchi, 159). It had long been known that the land in Chinju was very fertile (Yi Chunghwan 1751, 19) (see Figures 2 and 3).
Sun Joo Kim	Taxes the Local Elite and the Rural Populance in the Chinju Uprising of 1862 	Two studies of land and tax registers from Chinju reveal the nature of class differentiation in land relations. The first study analyzes land registers from the subdistrict of Kŭmtongŏ-ri (Kim Kŏnt’ae 2001) (see Figure 1 for the location of subdistricts and other places in Chinju mentioned in this study). These registers, which reflect the land survey of 1720, show that the yangban elite there not only owned more land than other groups but also owned more of the fertile land. In Kŭmtongŏ-ri, 50 percent of all land belonged to the yangban, who accounted for 19 percent of the registered population. Because yangban households tended to have land in more than one administrative unit and also registered their land in the names of their slaves during this period, the portion of land truly owned by the yangban must have been higher than that recorded in the registers. The fact that the average amount of land owned by a yangban was 4.5 acres, whereas that of a slave was 0.7 acre, indicates that large landowners tended to be yangban elite. Nonetheless, many yangban also became poor because the increase in yangban population and their inheritance practices resulted in the fragmentation of landed property and pauperization of yangban (Peterson 1996, 207–8). Indeed, more than a half of the yangban population was poor, owning an average of less than 1.6 acres.
Sun Joo Kim	Taxes the Local Elite and the Rural Populance in the Chinju Uprising of 1862 	The differentiation in landownership is extreme: Just 7.6 percent of all landowners who possessed more than 1 kyŏl of land occupied 56 percent of the total registered land. Most prominent of all were four yangban from a single Ha descent group. These four men owned 23 percent of the total land at the time; their official careers seem to have helped them accumulate such vast acreage. The high concentration of land in the hands of a few yangban families would not persist as time passed, however, because of the division of land by inheritance, the setting aside of substantial portions as lineage ritual land, and the lack of opportunity to accumulate more land without subsequent family heirs having official careers. In fact, the primogeniture descendant of the largest landowner in Kŭmtongŏ-ri in 1720, who had once owned more than 53.6 acres, reported in 1916 that he owned just 11.7 acres, while another 14.1 acres belonged to his lineage association (Kim Kŏnt’ae 2001).
Sun Joo Kim	Taxes the Local Elite and the Rural Populance in the Chinju Uprising of 1862 	The second study of tax registers around 1845 from Kasŏ-ri and Chonghwa-ri, located in the southwestern part of Chinju District, discloses a similar trend in land cultivation. In Chŏnghwa-ri, those rich cultivators (punong) who worked on more than 1 kyŏl made up 3.0 percent of the total population. The amount of land under their care was 25.2 percent of the total land. The poor ones (pinnong) who cultivated less than 0.25 kyŏl accounted for 75.1 percent of the population and 26 percent of the total land. More strikingly, 53 percent of the population cultivated less than 0.1 kyŏl per person and 8.6 percent of the total land. The situation in Kasŏ-ri was not much different (Yi Yŏnghun 1980). This particular study does not provide the social status of cultivators, but the two studies together indicate (1) extreme class differentiation; (2) concentration of a large amount of land in a few hands, most likely yangban ones; (3) drastic fragmentation of land; and (4) pauperization of the rural population of all status groups, including yangban.
Sun Joo Kim	Taxes the Local Elite and the Rural Populance in the Chinju Uprising of 1862 	In addition to a high degree of class polarization, social stratification along distinct status lines divided Chinju society in the mid-nineteenth century. Chinju was known as the home of a number of renowned scholars and officials, Cho Sik (1501–72) in particular, and their disciples and descendants (Chinju ŭpchi, 171–76; Imsullok, 6, 22; CCCT, 179). Yet the yangban elite of Chinju—and, in fact, of all of Kyŏngsang Province—had been marginalized from central politics because of factional politics in the center and because of the concentration of power and authority in the hands of a few privileged yangban descent groups in the capital (Ch’a 1997). The yangban elite in the countryside had established strict rules and regulations through various Confucian institutions to maintain their domination over other status groups. For example, to preserve their privileged status, Chinju yangban continued to compile the roster of yangban in the district until the nineteenth century (Yi Haejun 1985). A study of the records that list the numbers of three different types of households that made material contributions for the repair of the local school (hyanggyo) in 1832 shows that there was a very strict division between the wŏnyu and the pyŏlyu in Chinju society. The term wŏnyu seems to indicate the bona fide yangban who had established their residence and privileged status in Chinju from the early Chosŏn period, whereas pyŏlyu seems to refer to less privileged yangban who had either moved to the area sometime after the seventeenth century or upgraded their status from non-yangban (such as the sons of yangban by concubines). Out of 18,601 households recorded in the document, the wŏnyu numbered 2,131 (11.5 percent of the total households) and the pyŏlyu 2,287 (12.3 percent). Comparing residential data provided in this document with those in the Gazetteer of Chinju (Chinyangji) compiled in 1633, the study also finds that most wŏnyu seem to have continued to live in their original residences, whereas some wŏnyu and most pyŏlyu had expanded into parts of Chinju where there had been no yangban when the 1633 gazetteer was compiled (Yi Haejun 1985).
Sun Joo Kim	Taxes the Local Elite and the Rural Populance in the Chinju Uprising of 1862 	From these findings, it seems clear that relatively few established yangban still held a strong grip on power, privilege, and wealth in the countryside of Chinju on the eve of the 1862 popular uprising, while the impoverished and less privileged yangban formed another layer of elite, living together with commoners and slaves of various economic backgrounds. Economic disparities must have existed between the large landowning class and the poor cultivators, but various rural institutions led by the rural elite—such as village compacts (tongyak), kye-type financial cooperatives, labor-sharing arrangements, and lineage associations (munjung) that controlled lineage assets and rituals—played an important role in redistributing resources. In particular, the rural elite not only directly oversaw all the activities of the cultivators but also maintained close ties with them because they, unlike Japanese and some Chinese absentee landlords, did live in the countryside with other economically less fortunate residents. A moral economy that guaranteed minimal subsistence through shared moral values and communal institutions may also have mitigated the escalation of class tension. Rural populations of various economic resources and social backgrounds in villages were intricately connected to one another and heavily interdependent in managing their livelihoods; thus, their political behaviors were also affected by these lines of networks rather than by class interests alone.
Sun Joo Kim	Taxes the Local Elite and the Rural Populance in the Chinju Uprising of 1862 	TAXESThe problem that caused the most discord between the district government and the people in Chinju in 1862 was the governments effort to make up for the lost principal of the grain loan reserve by levying arbitrary taxation on land. The original purpose of establishing the grain loan system (hwan’gok) at the beginning of the Chosŏn dynasty had been to provide relief to people at the time of the spring grain shortage. In the beginning, grain loans were distributed to the people interest free; later, in order to make up for incidental losses in handling and storage, a 2 percent interest rate was charged on these loans. Because relief and other reserves could not be replenished by such means, interest rates were raised after the mid-fifteenth century; they were set at 10 percent by the end of fifteenth century, even though it was already clear that the people were incapable of repaying the principal, let alone the interest. Additional changes took place when the government began to use interest as part of state revenues by requiring that one-tenth of the interest to be sent to the Ministry of Taxation as a recording fee. Other government agencies then began to use grain loans to meet their expenses, and this practice expanded over time. By the eighteenth century, almost every government office, whether in the provinces or in the capital, was loaning out its grain reserves with interest in order to raise funds.
Sun Joo Kim	Taxes the Local Elite and the Rural Populance in the Chinju Uprising of 1862 	When the whole grain loan system was transformed into a kind of taxation—and local administrators were put in charge of managing the loans without strict regulations to follow or close supervision over the system—numerous problems emerged. First of all, given the high rate of default on debts, the only way to meet revenue and reserve requirements was to manipulate the grain stocks, falsify the granary ledgers, and extort grain from borrowers. The arbitrary and forced distribution of loans to people who did not need them (in order to obtain interest payments) became widespread. Magistrates often targeted rich households to ensure the collection of revenue. At times, wealthy households were forced to receive a share of grain, often on paper only, and to pay the interest (hŏrok). Even though this transfer of financial burden to the wealthy can be seen as a move toward a more egalitarian distribution of wealth—and as a progressive taxing structure that broke the traditional attachment of social status to the taxing mechanism—the arbitrary collection of interest from wealthy but powerless households in the countryside became a critical element in their resentment against the district government and, subsequently, against the state itself, which did not heed their complaints.
Sun Joo Kim	Taxes the Local Elite and the Rural Populance in the Chinju Uprising of 1862 	In addition, local administrators took advantage of territorial price variations to profit by shifting grain reserves from areas of glut to areas of shortage (imu). They sold off the grain at high prices and restocked it at low prices, appropriating the difference. The manipulation of measures at the time of distribution and repayment was also a widespread method that administrators used to make a profit. Last but not least, they cashed in on loan transactions by controlling cash-grain conversion rates. Tax administrators used these methods not solely to line their own pockets but also as a viable way of maintaining the grain reserves, which would otherwise have decreased over time because of the basic penury of the rural population. The problem was that the market did not always work in their favor. In other words, territorial price variations and cash-grain conversion rates could be adversely affected by price fluctuations following both good harvests and bad ones. The final result of the borrowers inability to repay their debts (minpo), incidental losses attributable to mismanagement of funds, and official and unofficial embezzlement by clerks (ipo) and magistrates was the substantial loss of principal. To make up for the loss of grain loans evidently caused by embezzlement, local administrators added surtaxes on land and households. This arbitrary and sudden tax increase was one of the direct causes of the popular riots in 1862.
Sun Joo Kim	Taxes the Local Elite and the Rural Populance in the Chinju Uprising of 1862 	The violent explosion of popular resentment occurred only after protracted efforts to rectify the wrongs in the tax system by following the legal prescriptions for doing so. The people of Chinju lodged their complaints about the problems related to grain loans as early as 1849, when Pak Suik and others appealed directly to the king by blocking his procession and striking a gong to attract royal attention (kyŏkchaeng). They protested that people could not bear the added burden caused by dramatic increases in the grain loan reserves from 50,000 sŏm to 150,000 sŏm over the previous ten years (Ilsŏngnok, 1849/11/19; Song Ch’ansŏp 2003, 17). Apparently, additional charges had been collected from the land (kyŏlching or kyŏllyŏm) since 1855 in order to make up for the loss of grain reserves. Two yang of cash per kyŏl were levied every once in a while, which amounted to more than 180,000 yang between 1855 and 1859. This tax was suspended in 1859 when a group from Chinju traveled to Hansŏng (Seoul), the capital, and appealed to the Border Defense Command (Pibyŏnsa) for its abolition (Ilsŏngnok, 1859/6/19; Song Ch’ansŏp 2003, 17–18). In 1861, the magistrate Sin Ok tried to levy 2 yang, 5 chŏn per kyŏl to refill the loss of grain reserves, but he had to yield because the people again prepared to appeal to the Border Defense Command (CCCT, 179–80; Yi Myŏngyun 1862, 22-30).
Sun Joo Kim	Taxes the Local Elite and the Rural Populance in the Chinju Uprising of 1862 	Upon taking office as magistrate in 1861, Hong Pyŏngwŏn examined the financial condition of Chinju District and found that 28,649 sŏm out of 47,386 sŏm from the grain loan reserves had disappeared and that there was no way to refill them (Pibyŏnsa tŭngnok, 1861/11/26; 1862 nyŏn nongmin hangjaeng, 133). According to the investigation launched by Special Commissioner (Anhaeksa) Pak Kyusu (1807–77) after the rebellion, out of total grain reserves in excess of 50,000 sŏm, more than 40,000 sŏm had been lost, mostly because of embezzlement and mismanagement of funds by previous magistrates, local clerks (hyangni or ajŏn), and capital liaison clerks (kyŏngjŏri) over the years (Imsullok, 9–10). The capital and provincial liaison masters (kyŏngjuin and yŏngjuin) made choch’ae, a kind of public loan, to local clerks, boatmen, and others at relatively high interest rates by using as principal the tax revenues under their care. Problems arose when the debtors were unable to repay what they had borrowed from the liaison masters. For example, Yang Chaesu, an earlier capital liaison master, had loaned out money to boatmen in charge of transporting tax grain to the capital so that they could meet their expenses for the job. When the debtors could not repay the loan, Yang appropriated a public fund of 24,000 yang, from which he personally took 14,000 yang as payment of the loans that he could not collect from the borrowers. The remaining 10,000 yang were loaned out to other people with interest for thirteen years, which would have ultimately made up for the loss in the total. Other earlier capital liaison masters copied Yangs practice and collected unpaid personal loans from public funds, listing borrowers names on the grain loan roster as though they were loaning them funds from the grain reserves. These debtors had no way of paying back these amounts, which were ultimately transferred to the ordinary people as surcharges on land (Imsullok, 10).
Sun Joo Kim	Taxes the Local Elite and the Rural Populance in the Chinju Uprising of 1862 	Chŏng Yagyong (1762–1836), a late Chosŏn scholar, criticized the harm done by local clerks, noting that the people rely on land for their livelihood, whereas local clerks regard the people as their land” (1818, 2:291). It is true that local administrators were corrupt and that they became the primary targets of the popular riots of 1862. Yet the institutional and structural arrangements that were conducive to their corrupt behavior must also be considered. First of all, local clerks were the ones who provided basic services and expertise to the magistrate, who was usually a stranger to local conditions. Because they were not officially compensated, however, they had to rely on fees and surcharges in return for their services. They were able to do this because the tax structure was very elastic, so that tax items could be created under various pretexts. In addition, because each item was levied on different taxable sources, such as land and households, the complete tax administrative structure was very confusing and complicated. As a corollary, local administrators could easily manipulate the distribution and collection of taxes; people paid taxes without knowing why they had to pay such an amount (Chŏng Yagyong 1817, 7: 7b-8a). In a word, random taxation was institutionally guaranteed, and almost all strata of the rural population suffered official corruption derived from structural defects in the local government.
Sun Joo Kim	Taxes the Local Elite and the Rural Populance in the Chinju Uprising of 1862 	The pressure on the magistrates, who were responsible for the sound maintenance of local finances, was great. In 1862, Chinju magistrate Hong Pyŏngwŏn called for meetings of local yangban and instructors (Hunjang) from each subdistrict to obtain their cooperation in imposing the consolidated land tax (togyŏl), for it was the most convenient and secure means of replenishing reserves for local administrators at the time. Hong set the rate (kyŏlka) drastically high, at 6 yang, 5 chŏn (CCCT, 180). There must have been certain divisions of opinion among members of the local elite. For example, former fifth counselor at the Office of the Special Counselors (Hongmungwan Kyori) Yi Myŏngyun (1804–63), a member of the Chŏnju Yi descent group, did not approve the decision and led the early protest movements in Chinju. To make matters worse, Hong Pyŏngwŏns decision was soon followed by that of Military Commander Paek Naksin, who coerced the local elite (tumin) into approving an extra levy on households (tonghwan) to make up for the lost funds. The Military Commanders Office of Right Kyŏngsang Province, which had its own grain reserve quota and earned revenue by loaning out its reserves, had lost almost 24,154 sŏm over the years from its total quota of 39,218 sŏm, attributable primarily to embezzlement by clerks (Imsullok, 8, 12; CCCT, 189–90).
Sun Joo Kim	Taxes the Local Elite and the Rural Populance in the Chinju Uprising of 1862 	The consolidated land tax began to be used in some local districts in the early nineteenth century and soon spread to most other districts in the southern provinces. With the adoption of the consolidated land tax, not only were all taxes (including a portion of the military tax and grain loan interest) fused into a single land levy, but also they were collected in cash under the direct supervision of the magistrate. Prior to this, tax collection had been the responsibility of a head household (hosu), which was the representative of a certain number of households whose total land possessions amounted to 8 kyŏl. The new method of direct tax collection sought to avoid the services of intermediaries, such as hosu and other quasi-administrative officials at the subdistrict levels (myŏnim and iim), for the collection and transportation of taxes. At the outset, people regarded direct tax collection as a good system because the fees and surcharges saved in the process of collecting and delivering taxes to the designated central or provincial offices were used to make up for shortages in other taxation, such as the military tax and miscellaneous local government expenses. This new direct taxation thus could have alleviated previous inequities stemming from exemption privileges for the yangban and the rich, in that the tax obligation was, in principle, to be spread evenly over all households on the basis of land ownership, irrespective of social status.
Sun Joo Kim	Taxes the Local Elite and the Rural Populance in the Chinju Uprising of 1862 	The consolidated land tax was a spontaneous response to the changing social and economic situation at the local level. First of all, it reflected the widespread use of currency by the nineteenth century. Overcoming popular distrust of the use of cash in the first half of the seventeenth century, which was a result of the rural economy remaining at the level of subsistence, cash had become a permanent feature of the Chosŏn economy ever since minting had been resumed in 1681 (Palais 1996, 853–76). Despite government conservatism in the use of cash, cash policy could not be rolled back (it also could not be rolled forward to adopt paper money or multiple-denomination cash) because of the gradual expansion of commercial economy since the seventeenth century. Along with the development of commercial activities, the government requirement that taxes be paid in cash became a primary motivation for people to use cash in the early stages of the cash economy. The percentage of cash in government revenues grew gradually, to the extent that in 1820, 52.8 percent of taxes were collected in cash, 29.2 percent in rice, and 14.1 percent in cotton and cotton cloth (Palais 1996, 998).
Sun Joo Kim	Taxes the Local Elite and the Rural Populance in the Chinju Uprising of 1862 	The new tax system was intended to lighten the tax burdens born by the rural populace, to spread them more equally, and to strengthen the local financial situation. However, problems in the management of the consolidated land tax not only created more critical damage to the rural economy but also aggravated the financial shortages of the local government because the system was operated on ad hoc basis without clear regulations set by the central government and thus left loopholes for manipulations. Rather than serving its intended purpose of providing relief to the people, the surplus earned by the manipulation of regional and temporal price differences and conversion rates came to be absorbed by local administrators. These administrators arbitrarily misappropriated this convenient taxing system on land and increased tax rates just to aggrandize private interests or to make up for losses created in other public funds, such as the grain loan system (which, as previously mentioned, was in arrears because of precisely such embezzlement and the borrowers inability to repay loans). The problems created in the operation of the consolidated land tax clearly reflected the general decay of the local tax administration and were most fiercely resented by the rebels in 1862.
Sun Joo Kim	Taxes the Local Elite and the Rural Populance in the Chinju Uprising of 1862 	The causes of the popular uprising in Chinju were not just economic but political as well. When local clerks reaped profits by taking advantage of public loans and the market economy—transferring the losses caused by their unsuccessful commercial endeavors to taxpayers—the rural population, especially the rural elite, was enraged. Yet the source of their anger was not only the clerks unfair economic extraction but also the delicate shift in power relations that it implied. Clerks traditionally occupied intermediate ranks, at best, in the local administration. When they encroached on the carefully managed economic resources under the control of the rural elite, this redrew the lines of authority over local affairs. Moreover, the magistrate did nothing to prevent the power shift from taking place; on the contrary, he endorsed the situation. When the locus of power tipped toward the traditionally demeaned status group of local clerks—and toward the magistrate, who was an outsider—the local elite could not just stand by and watch.
Sun Joo Kim	Taxes the Local Elite and the Rural Populance in the Chinju Uprising of 1862 	LEGAL APPROACHES
Sun Joo Kim	Taxes the Local Elite and the Rural Populance in the Chinju Uprising of 1862 	It is important here to consider who was most disadvantaged when the consolidated land tax was instituted. First it was intermediaries in the tax administration at the village and subdistrict levels, as they lost their jobs and fees. The social status of these quasi-officials is not clear, but they must have been people who had great interests or shares in tax distribution and collection and could exercise significant influence in village affairs. The possibility of commoners holding these positions cannot be excluded, though it is safe to assume that they were under the control of the local yangban, in light of social conditions during the late Chosŏn, when the yangban in general owned a great deal of land and exercised unyielding authority over local affairs.
Sun Joo Kim	Taxes the Local Elite and the Rural Populance in the Chinju Uprising of 1862 	Second, landowners were affected. The yangban landowners particularly disliked the new system because it forced them to assume responsibility for a part of the military tax and grain loan interest from which they previously had been exempted but was now grafted onto ownership of land. As noted earlier, the main purpose of instituting the consolidated land tax was to make up for losses or shortages in taxation in most areas. This explains why some prominent yangban led the rebellions, demanding the abolition of the consolidated land tax or the reduction of the tax rate in a number of uprisings in 1862. Last but not least, the new system affected tenant farmers because landlords eventually transferred part or all of the extra taxation to tenants by increasing their rents.
Sun Joo Kim	Taxes the Local Elite and the Rural Populance in the Chinju Uprising of 1862 	Reflecting the dynamic and complex social and economic conditions in the countryside, various social strata provided leadership for the popular uprisings in 1862. Nonetheless, it was the educated local elite who in many cases provided the initial leadership. Special Commissioner Pak Kyusu specifically indicated that it was the local yangban who were responsible for circulating letters, convening meetings, and provoking uprisings (Imsullok, 5, 23). In Chinju, the activities of Yi Myŏngyun from Ch’ukkok-ri are notable in the earlier stage of lodging complaints with the government. Although Yi denied leading the rebellion, it was understood that he had joined the conspiracy after his appeal to remove his estate from the consolidated land tax roster was rejected by the government (Imsullok, 32–33). Yi was probably furious, not just because he was being economically drained by the new system of taxation but also because his privileged status had been violated.
Sun Joo Kim	Taxes the Local Elite and the Rural Populance in the Chinju Uprising of 1862 	Yis neighbor, Yu Kyech’un, was a poor yangban. He had been involved in submitting complaints and appeals about taxation to the government before 1862 and played the most visible role in the uprising by sending out circulars (t’ongmun), convening meetings, and composing vernacular songs to mobilize firewood-gatherers (ch’ogun). Yu, who reportedly owned no land, probably acted out of solidarity with his fellow yangban and not simply because of economic concerns (Imsullok, 24; Kim Chunhyŏng 2001, 58–59).
Sun Joo Kim	Taxes the Local Elite and the Rural Populance in the Chinju Uprising of 1862 	After the decision was made to institute the consolidated land tax at the local council meeting (hyanghoe) under the direction of magistrate Hong Pyŏngwŏn, Yi Myŏngyun and other yangban in the area met a few times to devise ways to challenge the decision. They gathered at the houses of fellow yangban Pak Suik and a private slave named Kŏmtong during the first lunar month of 1862 (Imsullok, 25, 32). They decided to have a districtwide meeting (tohoe or ŭphoe) at Sugok-ri on the sixth day of the second lunar month, which was a market day there, and sent out circulars to announce the meeting. Around this time, Yu Kyech’un composed a vernacular circular in the form of a song to recruit firewood-gatherers at the request of Yi Kyeyŏl, a second cousin of Yi Myŏngyun and the head of the firewood-gatherers association. At the Sugok meeting, more than three hundred influential personalities in the area discussed their greatest concerns. They agreed to send an appeal to the provincial governor in Taegu (ŭisong) requesting cancellation of the consolidated land tax, and they selected the representatives who would deliver it (CCCT, 180, 179).
Sun Joo Kim	Taxes the Local Elite and the Rural Populance in the Chinju Uprising of 1862 	ERUPTION OF VIOLENCENot everyone at the Sugok meeting supported the legal measure of submitting a written appeal to the provincial government. Yu Kyech’un, Sŏng Kyeju, and other local yangban elite insisted on the more aggressive strategies of sabotaging market day at the district seat, confronting the magistrate face to face, and destroying the houses of those who had supported the decision to institute the consolidated land tax. Although Yu was arrested by the Military Commanders Office immediately after the meeting as the ringleader of the assembly, further discussions on this line of action and recruitment of supporters seem to have taken place. On the fourteenth day of the second lunar month, a market day at Tŏksan-ri, people calling themselves firewood-gatherers” began their violent struggle by causing disturbances at the market and destroying the house of the instructor Yi Yunsŏ because he had joined the local council meeting convened by the magistrate and had supported the consolidated land tax. Tŏksan-ri was about 18 miles from the district seat, in the northwestern corner of Chinju District. From there, protestors swept through the western part of the district along the Tŏkch’ŏn River, rounding up supporters for a few days before arriving close to the district seat on the eighteenth day of the same month (CCCT, 180; Imsullok, 23–24).
Sun Joo Kim	Taxes the Local Elite and the Rural Populance in the Chinju Uprising of 1862 	The Chinju uprising has often been called “a rebellion by firewood-gatherers (chogun chakpyŏn) because firewood-gatherers played the most active role throughout the revolt. They were ordinary cultivators who also gathered firewood in the hills and mountains in the agricultural off-season. Because logs, branches, and dry leaves were the main source of heat and such resources were limited, competition had developed over the right to collect firewood in the countryside. By this time, strict rules by various community organizations, such as lineage associations and village compacts, had been devised to protect the limited resources and to control over competition among different interest groups. Firewood-gatherers had organized along lineage or village lines for the same purposes, most likely under the supervision of local elite. One clear example in relation to the Chinju rebellion is the firewood-gatherers organization headed by the aforementioned Yi Kyeyŏl, a close relative of Yi Myŏngyun and thus a yangban, though reportedly an uneducated one. He probably acted a proxy or liaison between the renowned yangban family headed by Yi Myŏngyun and the tenants and other people who were financially and socially related to the family. Using a vernacular manifesto composed by Yu Kyech’un, Yi Kyeyŏl mobilized the firewood-gatherers and participated in the Sugok meeting, as well as in protests at the district seat (Imsullok, 25, 32).
Sun Joo Kim	Taxes the Local Elite and the Rural Populance in the Chinju Uprising of 1862 	Thus, the participation of firewood-gatherers in the Chinju rebellion does not necessarily represent the explosion of accumulated class consciousness and class struggle against rural overlords. Special Commissioner Pak Kyusu accused the wealthy local elite who were most affected by the consolidated land tax and the extra levy on households of mobilizing ordinary rural residents to launch complaints and to force the magistrate to drop the additional taxes (Imsullok, 24; CCCT, 182). The fact that the mobilization for collective action often relied on local administrative or lineage organizations with the support of influential local elite does seem to support Paks observation. A yangban named Ho Ho, from Ch’ukkok-ri; a village administrator (tongim), Cho Sŏkch’ŏl; a subdistrict administrator (p’unghŏn), Hwang Ŭngsŏ; and a village head (tumin), Kim Chŏngsik, are all examples of local quasi-officials at the bottom of the administrative ladder who provided support in mobilizing people. Ha Ubŏm and Ha Hagun recruited their relatives for the rebellion; Pak Ch’ansun mobilized eight other relatives to join. Two slaves, Maengdol and Kwidae, led thirty other villagers to the rebel band (Imsullok, 26-29).
Sun Joo Kim	Taxes the Local Elite and the Rural Populance in the Chinju Uprising of 1862 	Therefore, it is difficult to believe that the participation of firewood-gatherers in the rebellion reflected class antagonism and nothing but class antagonism, in light of the presence of class differentiation found in the previously discussed analyses of landownership. According to Lucien Bianco (1986) in his study of popular rebellions in China, peasant material interests were invariably localistic, often cutting across class. Robert Marks, who views peasant revolutionary movements in southern China primarily as the product of class struggle, also recognizes that intervillage conflict over access to water and wood had a cross-class character. That is, class factors were marred by economic interests that were shared across village society as a whole (Marks 1984, 62–67).
Sun Joo Kim	Taxes the Local Elite and the Rural Populance in the Chinju Uprising of 1862 	These quasi-officials at the various levels of administrative units below the district level represented the crucial nexus of state-society contact. Although formal administrative, fiscal, military, and judicial powers were concentrated in the hands of the state-appointed magistrate, it was these locally selected dignitaries, whether yangban or commoners, who exercised substantial social and financial control over villagers lives. Crisscrossed with and overlapped by other types of village-level institutions, local affairs were managed by quasi-officials who therefore enjoyed considerable room to manipulate the power and authority delegated to them. Their orientation and motivation played a vital role in mobilizing popular participation in the 1862 rebellions, though their decision was not a unilateral one. In the course of the district governments tightening of local fiscal control (discussed earlier), some administrators saw opportunities to participate in the emerging taxation system on favored terms, whereas others grieved over what they felt was disadvantageous and unjust. It is impossible to know the individual circumstances under which subdistrict-level administrators took—or avoided taking—political action, though the importance of their agency in assuming leadership roles in the popular protest goes without saying.
Sun Joo Kim	Taxes the Local Elite and the Rural Populance in the Chinju Uprising of 1862 	Kinship and communal activities, which provided a sense of solidarity among rural population, were great resources in mobilizing people for collective action. Yangban families in the countryside organized single-surname villages and lineage associations along the basis of bloodlines in an effort to protect financial resources, maintain social prestige, and control local population in the late Chosŏn. In addition to blood ties, villages must have shared some economic interests in maintaining water control, the most important resource for farming. Also, it was typical for a landowner to have small parcels of land in many different villages, which tended to promote cross-village unity. The same could be said of tenants who rented land that was located beyond their own villages. Thus, people of different villages had some contact with one another and shared similar concerns. As seen in Chinju and most other districts, villages often joined the uprisings as a whole. The quota system in the management of taxation, which required collective responsibility in tax payment and had been devised for administrative convenience on the part of the local government, brought about a high degree of cohesiveness among members of the community.
Sun Joo Kim	Taxes the Local Elite and the Rural Populance in the Chinju Uprising of 1862 	These familial and economic ties did not always work in favor of popular collective action. Disputes over water rights could flare up into open conflict between villagers and villages, while tenant farmers competed with one another to obtain tenancy rights as land became scarcer because of overall population growth. Thus, protestors employed a number of techniques to override such conflicting interests, as well as to prevent the free-rider problem in collective action. Some rural residents and villages were coerced into participating in the protest; others who refused to join were forced to make material contributions and were sometimes punished in the form of physical damage to their property (Imsullok, 29, 33). As observed in Japanese popular protests in the eighteenth century, and as argued by Herbert Bix, such coercive recruitment has been a ubiquitous feature of popular revolts throughout the world (Bix 1986, 74).
Sun Joo Kim	Taxes the Local Elite and the Rural Populance in the Chinju Uprising of 1862 	Despite the news that the provincial governor would order the abolition of the extra levy on households and the consolidated land tax, thousands of people, tying their foreheads with white cloths and holding wooden clubs, congregated in Ojukch’ŏn, a few miles away from the Chinju District seat, on the eighteenth day of the second lunar month; others gathered around the district office to protest. Magistrate Hong Pyŏngwŏn was terrified and sent a letter to Yi Myŏngyun to mediate the negotiation. Yi did come to rescue the magistrate and had Hong issue an official document guaranteeing that he would not institute the consolidated land tax, as the protestors demanded. A military officer named Kim Suman and others reportedly insulted and coerced the magistrate into issuing the document (Imsullok, 24; CCCT, 190–91; Chogyŏng kyerok, 5-6).
